_id,BIN,SumAREA,WMeanAREA,MaxAREA,MaxVIEWS,MaxSOLAR,WMeanVIEWS,WMeanSOLAR,WMeanCOMPACTNESS,MaxWIDTH,HEIGHTROOF,YEAR,NAME,BBL,LandUseString,ASPECT,SUBWAY800,SUBWAY400,SBIN
4406,1008141,5029.43,1005.89,1011.81,2.24,2.76,37.3,1.27,0.8,17.29,60.71,1920,,1005200084,RESIDENTIAL,SIDEBLOCK,5,2,S1008141
4407,1008142,54080.52,7725.79,7733.86,8.36,7.4,90.74,2.25,0.7,74.28,83.05,1900,,1005207501,RESIDENTIAL,SIDEBLOCK,4,2,S1008142
4408,1008180,140038.34,14003.83,14003.83,5.68,6.92,81.06,3.01,0.94,88.62,78.53,1986,,1005210001,RESIDENTIAL,ENDBLOCK,4,2,S1008180
4409,1008181,77069.52,9633.69,9633.69,1.75,5.04,43.32,1.1,0.79,67.98,73.43,1974,,1005210009,RESIDENTIAL,ENDBLOCK,3,2,S1008181
4410,1008182,95634.56,10626.12,10640.12,6.63,6.93,54.08,1.77,0.95,80.35,80.65,2016,,1005217505,RESIDENTIAL,ENDBLOCK,4,2,S1008182
4411,1008183,21021.9,3503.65,3503.65,1.44,2.82,39.66,1.75,0.73,54.23,63,1905,,1005210026,RESIDENTIAL,SIDEBLOCK,4,2,S1008183
4412,1008184,21342.77,2667.83,2669.45,2.92,2.24,28.17,1.01,0.84,48.43,75.37,1900,,1005210030,RESIDENTIAL,SIDEBLOCK,4,2,S1008184
4413,1008185,10762.61,1537.52,1543.33,0.21,0.91,5.89,0.51,0.76,32.58,75.55,1900,,1005210034,RESIDENTIAL,SIDEBLOCK,4,2,S1008185
4414,1008186,42485.11,6069.33,6081.6,2.06,1.86,30.2,0.69,0.92,72.11,76.5,1900,,1005210037,COMMERCIAL,CORNERBLOCK,4,2,S1008186
4415,1008187,48292.24,8048.71,8051.4,1.67,2.84,32.64,1.17,0.98,87.7,68.62,1929,,1005210043,OTHER,CORNERBLOCK,4,2,S1008187
4416,1008190,6269.97,1567.55,1568.84,1.07,2.85,28.23,2.29,0.82,20.8,44.22,1899,,1005210063,MIXED,SIDEBLOCK,4,2,S1008190
4417,1008191,8024.49,2006.39,2018.23,0.34,0.5,9.01,0.25,0.87,27.69,51.2,1900,,1005210064,RESIDENTIAL,SIDEBLOCK,4,2,S1008191
4418,1008192,5941.67,1485.42,1485.42,0.34,0.61,9.44,0.29,0.92,25.95,51.2,1900,,1005210065,RESIDENTIAL,SIDEBLOCK,4,2,S1008192
4419,1008193,7879.17,1575.83,1576.91,1.83,4.67,17.82,1.25,0.93,27.69,51.39,1900,,1005210066,RESIDENTIAL,SIDEBLOCK,4,2,S1008193
4420,1008194,9281.17,1546.99,1558.07,2.32,6.37,20.89,1.73,0.87,24.05,58.32,1900,,1005210067,COMMERCIAL,SIDEBLOCK,4,2,S1008194
4421,1008195,8880.22,1480.04,1480.04,2.49,6.53,21.3,1.41,0.85,22.44,60.99,1910,,1005217502,MIXED,SIDEBLOCK,4,2,S1008195
4422,1008196,4348.62,1087.15,1087.15,0.61,0.38,9.78,0.38,0.9,20.7,39.43,1899,,1005210069,RESIDENTIAL,SIDEBLOCK,4,2,S1008196
4423,1008197,8379.7,1396.62,1396.62,2.17,5.41,21.88,1.48,0.91,24.18,58.68,1900,,1005210070,RESIDENTIAL,SIDEBLOCK,4,2,S1008197
4424,1008198,41075.04,5134.38,5150.53,10.05,8,97.98,2.34,0.94,59.78,88.5,1900,,1005210071,RESIDENTIAL,CORNERBLOCK,4,2,S1008198
4425,1008199,7900.7,1975.18,1975.18,0.64,0,15.69,0,0.97,38.19,49.93,1910,,1005210073,MIXED,SIDEBLOCK,4,2,S1008199
4426,1008200,8907.13,1781.43,1781.43,1.46,4.17,31.69,1.66,1,38.32,56.85,1910,,1005217504,MIXED,CORNERBLOCK,4,2,S1008200
4427,1008201,28239.09,4706.52,4709.21,5.29,7.27,62.79,2.46,0.95,49.93,65.82,1920,,1005210075,RESIDENTIAL,SIDEBLOCK,4,2,S1008201
4428,1008202,16963.91,4240.98,4240.98,0.75,1.1,20.31,0.59,0.93,43.31,41.17,1910,,1005210077,MIXED,SIDEBLOCK,4,2,S1008202
4429,1008203,7663.9,1915.97,1915.97,0.52,0.57,14.37,0.45,0.87,27.49,47.078187,1900,,1005210079,MIXED,SIDEBLOCK,4,2,S1008203
4430,1008204,11401.66,1900.58,1932.12,3.38,3.78,26.41,1.2,0.8,22.51,73.98,1910,,1005217503,MIXED,SIDEBLOCK,4,2,S1008204
4431,1008205,10198.8,2039.76,2039.76,1.84,4.45,19.48,1.35,0.86,25.89,55.31,1910,,1005210081,INDUSTRIAL,SIDEBLOCK,4,2,S1008205
4432,1008206,10258,2051.6,2069.36,2.38,7,22.12,1.97,0.86,25.82,54.94,1910,,1005210082,MIXED,SIDEBLOCK,4,2,S1008206
4433,1008207,10333.34,2066.67,2066.67,3.04,7.18,34.75,1.85,0.86,25.82,55.33,1910,,1005210083,INDUSTRIAL,SIDEBLOCK,4,2,S1008207
4434,1008208,20330.32,4066.06,4090.28,2.9,7.29,63.28,3.84,0.94,45.08,55,1910,,1005210084,MIXED,SIDEBLOCK,4,2,S1008208
4435,1008209,92387.85,11548.48,11561.72,4.92,3.5,73.15,2.14,0.8,65.35,101.870029,2004,,1005220001,COMMERCIAL,ENDBLOCK,3,3,S1008209
4436,1008210,39664.97,5666.44,5672.58,0.83,0.65,14.48,0.47,0.65,30.02,87.598995,1900,,1005220004,RESIDENTIAL,MIDBLOCK,3,3,S1008210
4437,1008211,74658.41,9332.3,9332.3,1.32,4.16,24.75,0.78,0.8,48.69,97.233296,1910,,1005220008,COMMERCIAL,MIDBLOCK,3,3,S1008211
4438,1008212,132718.89,9479.98,9483,29.98,6.66,225.92,2.21,0.76,49.48,172.406833,1900,,1005220010,COMMERCIAL,MIDBLOCK,3,3,S1008212
4439,1008213,125227.21,8944.8,8944.8,54.21,5.28,239.03,0.94,0.74,47.08,176.626237,1900,,1005220012,COMMERCIAL,ENDBLOCK,3,3,S1008213
4440,1008214,66294.86,5099.61,5102.09,9.32,1.59,82.97,0.5,0.65,27.43,121.953189,2016,,1005227502,MIXED,ENDBLOCK,3,3,S1008214
4441,1008215,34035.45,5672.58,5672.58,2.5,5.68,60.94,3.16,1,72.77,64.89,1910,,1005220024,MIXED,ENDBLOCK,3,3,S1008215
4442,1008216,42622.35,4735.9,4746.88,9.45,8,85.78,2.69,0.94,67.26,107.83,1900,,1005220028,COMMERCIAL,MIDBLOCK,3,3,S1008216
4443,1008217,15586.13,3117.23,3121.53,1.03,0.43,23.56,0.09,0.84,30.45,53.6,1900,,1005220031,MIXED,CORNERBLOCK,3,3,S1008217
4444,1008219,1765.28,882.64,882.64,1.6,1.55,44.05,1.12,0.62,13.42,14.45,1926,,1005220036,COMMERCIAL,MIDBLOCK,3,2,S1008219
4445,1008220,17825.02,2228.13,2228.13,6.7,7.88,72.49,2.93,0.83,28.61,80.38,1900,,1005220038,RESIDENTIAL,MIDBLOCK,3,2,S1008220
4446,1008221,3692.02,1846.01,1846.01,1.9,1.33,44.56,1.06,0.99,37.63,24.98,1920,,1005220041,COMMERCIAL,MIDBLOCK,4,3,S1008221
4447,1008222,855.73,855.73,855.73,2.32,0.87,65.1,0.87,0.83,21.75,11.24,1927,,1005220043,COMMERCIAL,ENDBLOCK,4,3,S1008222
4448,1008223,40776.34,5097.03,5102.09,6.62,3.25,76.61,2.13,0.83,43.64,103.08,1910,,1005227501,MIXED,CORNERBLOCK,3,3,S1008223
4449,1008235,44562.55,7427.09,7427.09,2.56,1.03,32.26,0.64,0.99,75.79,73.61,1940,,1005230032,RESIDENTIAL,MIDBLOCK,3,3,S1008235
4450,1008236,99447.67,12431.01,12432.3,2.79,2.32,65.34,0.66,0.8,68.24,64.96,1961,,1005230038,RESIDENTIAL,ENDBLOCK,3,3,S1008236
4451,1008237,116293.18,9691.17,9795.15,6.86,2.26,90.33,0.73,0.75,50.52,149.94,1900,194 Mercer Street,1005230044,COMMERCIAL,MIDBLOCK,3,3,S1008237
4452,1008238,84518.14,6501.4,6501.4,27.04,9,151.82,2.02,0.67,33.2,157.43,1896,,1005230046,COMMERCIAL,MIDBLOCK,3,3,S1008238
4453,1008239,46311.68,6615.92,6625.18,1.51,0.28,26.76,0.12,0.71,34.81,82.451328,1900,,1005230047,MIXED,MIDBLOCK,3,3,S1008239
4454,1008240,299053.43,27186.71,27221.9,16.34,8.1,145.77,2.51,0.99,132.32,135.56,1900,Cable Building,1005230048,COMMERCIAL,ENDBLOCK,3,3,S1008240
4455,1008241,199320.52,6780.93,6843.15,86.46,8,885.53,3.33,0.95,65.98,294.94,1966,,1005240001,RESIDENTIAL,ENDBLOCK,5,0,S1008241
4456,1008242,29202.46,14601.23,14606.61,3.73,2.47,94.48,2.04,0.97,115.45,16.84,1961,,1005240009,COMMERCIAL,CORNERBLOCK,5,0,S1008242
4457,1008243,178530.05,59510.05,59524.37,3.22,1.07,90.09,0.8,0.91,158.23,24.235031,1967,Coles Sports Center,1005240066,OTHER,ENDBLOCK,4,2,S1008243
4458,1008244,11202.53,1867.11,1883.68,3.9,4.21,32.03,0.94,0.75,23,61.31,1900,,1005250001,RESIDENTIAL,SIDEBLOCK,5,0,S1008244
4459,1008245,9472.23,1894.45,1894.45,0.79,0.33,12.23,0.21,0.87,25.03,59.52,1900,,1005250002,RESIDENTIAL,SIDEBLOCK,5,0,S1008245
4460,1008247,8584.21,1716.84,1716.84,0.77,0.4,12.9,0.18,0.88,28.81,58.14,1910,,1005257507,RESIDENTIAL,SIDEBLOCK,5,0,S1008247
4461,1008248,20510.61,3418.51,3428.3,2.69,1.97,28.18,0.6,0.72,43.86,70.29,1900,,1005250007,MIXED,SIDEBLOCK,5,0,S1008248
4462,1008249,40232.77,5029.11,5032.12,6.19,5.31,44.2,1.58,0.84,61.58,74.75,1900,,1005250016,RESIDENTIAL,SIDEBLOCK,5,0,S1008249
4463,1008250,12125.53,2021.03,2045.14,0.19,2.04,5.02,0.63,0.71,27.43,65.65,1903,,1005257503,MIXED,SIDEBLOCK,5,0,S1008250
4464,1008252,7914.16,1582.83,1584.98,1.09,3.28,25.86,2.78,0.91,25.56,60.7,1900,,1005250025,MIXED,CORNERBLOCK,5,0,S1008252
4465,1008253,9883.95,1647.31,1649.57,1.99,7.58,22.37,2.19,0.88,24.7,58.38,1900,,1005250026,MIXED,SIDEBLOCK,5,0,S1008253
4466,1008254,10790.81,2158.16,2158.16,0.75,1.65,14.62,0.85,0.84,25.39,59.46,1900,,1005250027,RESIDENTIAL,SIDEBLOCK,5,0,S1008254
4467,1008255,9208.52,2302.18,2303.47,0.49,0.5,13.75,0.36,0.83,25.56,48.37,1920,,1005250028,MIXED,SIDEBLOCK,5,0,S1008255
4468,1008256,28147.6,4691.23,4693.06,2.2,3.83,27.22,1.8,0.95,49.74,75.93,1900,,1005250029,COMMERCIAL,SIDEBLOCK,5,0,S1008256
4469,1008257,14918.77,2131.25,2131.25,11.82,4.65,74.04,1.4,0.84,25.03,86.54,1900,,1005250031,INDUSTRIAL,SIDEBLOCK,5,0,S1008257
4470,1008258,14749.23,2107.14,2115.11,4.76,3.22,52.1,1.58,0.72,24.87,63.28,1900,,1005250032,MIXED,CORNERBLOCK,5,0,S1008258
4471,1008259,2438.02,812.67,812.67,0.4,0.29,10.84,0.19,0.89,17.42,38.2,1900,,1005250033,RESIDENTIAL,SIDEBLOCK,5,0,S1008259
4472,1008260,2139.33,713.11,713.11,0.32,0.58,8.92,0.33,0.93,19.13,69.959375,1900,,1005250034,MIXED,SIDEBLOCK,5,0,S1008260
4473,1008261,12927.44,1846.87,1856.77,5.56,7.77,43.53,2.61,0.7,23.23,68.83,1900,,1005250035,MIXED,SIDEBLOCK,5,0,S1008261
4474,1008262,10879.61,1813.39,1832.55,0.66,0.96,11.56,0.43,0.7,23.23,68.57,1900,,1005250037,RESIDENTIAL,SIDEBLOCK,5,0,S1008262
4475,1008263,11253.66,1875.61,1886.37,0.95,0.92,12.81,0.44,0.71,24.84,68.34,1900,,1005250038,RESIDENTIAL,SIDEBLOCK,5,0,S1008263
4476,1008264,12469.98,1781.43,1789.5,0.73,1.8,11.02,0.6,0.7,23.1,74.52,1900,,1005250039,RESIDENTIAL,SIDEBLOCK,5,0,S1008264
4477,1008265,31645.87,3955.73,3955.73,5.56,5.37,33.59,1.03,0.98,50.07,71.19,1920,,1005250040,RESIDENTIAL,SIDEBLOCK,5,0,S1008265
4478,1008266,100663.99,11184.88,11194.46,7.14,2.9,62.09,1.14,0.84,94.59,93.6,1910,,1005257506,MIXED,CORNERBLOCK,5,0,S1008266
4479,1008267,29277.81,5855.56,5855.56,0.64,0.53,17.71,0.23,0.87,49.21,62,1900,,1005250046,MIXED,SIDEBLOCK,5,0,S1008267
4480,1008268,16075.88,2679.57,2707.12,5.62,3.57,83.52,1.93,0.72,21.92,74.55,1900,,1005257504,COMMERCIAL,CORNERBLOCK,5,0,S1008268
4481,1008269,8745.67,1749.13,1749.13,1.88,1.2,32.47,0.88,0.9,26.87,65.69,1899,,1005250049,MIXED,SIDEBLOCK,5,0,S1008269
4482,1008270,9526.05,1587.68,1587.68,6.92,6.95,60.63,1.74,0.88,23.33,65.66,1900,,1005250050,MIXED,SIDEBLOCK,5,0,S1008270
4483,1008271,8557.3,1711.46,1711.46,0.28,0.84,7.34,0.59,0.89,25.26,60.47,1910,,1005250051,MIXED,SIDEBLOCK,5,0,S1008271
4484,1008272,10268.76,1711.46,1711.46,2.81,7,40.4,1.83,0.89,25.26,59.94,1920,,1005250052,MIXED,SIDEBLOCK,5,0,S1008272
4485,1008273,6843.15,1710.81,1711.46,5.58,3.64,87.71,3.43,0.69,18.08,44.75,1900,,1005250056,COMMERCIAL,CORNERBLOCK,5,0,S1008273
4486,1008274,4897.57,1224.5,1237.85,0.84,5.89,12.95,2.2,0.78,18.27,41.36,1920,,1005250058,MIXED,SIDEBLOCK,5,0,S1008274
4487,1008275,4405.13,1101.36,1111.37,1.03,8,22.9,2.92,0.85,18.44,41.62,1900,,1005250059,MIXED,SIDEBLOCK,5,0,S1008275
4488,1008276,4972.92,1657.64,1657.64,0.43,2.42,12.08,1.6,0.64,21.56,42.48,1900,,1005250060,RESIDENTIAL,SIDEBLOCK,5,0,S1008276
4489,1008277,16159.3,2308.43,2308.86,8.21,9,77.05,4.14,0.92,35.5,75.34,1910,,1005250061,RESIDENTIAL,SIDEBLOCK,5,0,S1008277
4490,1008278,5166.67,1033.33,1033.33,0.42,1.87,11.38,1.57,0.91,20.7,53.55,1900,,1005250063,MIXED,SIDEBLOCK,5,0,S1008278
4491,1008279,5651.05,941.84,941.84,1.49,6.33,30.5,2.47,0.86,17.91,53.4,1900,,1005250064,MIXED,CORNERBLOCK,5,0,S1008279
4492,1008281,5431.68,1357.97,1365.72,2.74,2.55,36.17,1.51,0.77,21.16,43.66,1910,,1005257502,MIXED,SIDEBLOCK,5,0,S1008281
4493,1008295,17989.17,2569.88,2569.88,8.99,7,83.17,3.43,0.8,33.89,66.17839,1900,,1005260011,MIXED,SIDEBLOCK,4,3,S1008295
4494,1008296,17706.62,2529.52,2529.52,8.3,6.92,51.7,1.95,0.8,33.56,66.17839,1900,,1005260014,MIXED,SIDEBLOCK,4,3,S1008296
4495,1008297,18347.07,2621.01,2621.01,8.03,6.89,56.01,1.53,0.79,35.6,66.17839,1900,,1005260016,MIXED,SIDEBLOCK,4,3,S1008297
4496,1008298,23583.7,4716.74,4725.35,1.95,0.7,45.47,0.41,0.95,49.9,59.668103,1900,,1005260018,OTHER,CORNERBLOCK,4,2,S1008298
4497,1008299,22760.27,4552.05,4563.89,1.17,1.28,20.61,0.35,0.96,51.31,56.889075,1919,,1005260020,OTHER,SIDEBLOCK,4,2,S1008299
4498,1008300,12935.52,1847.95,1854.08,12.58,7.08,82.64,1.27,0.72,24.02,73.712284,1900,,1005260022,RESIDENTIAL,SIDEBLOCK,4,2,S1008300
4499,1008301,11108.34,1851.39,1856.77,0.48,0.62,10.85,0.1,0.73,23.33,73.59425,1900,,1005260023,RESIDENTIAL,SIDEBLOCK,4,2,S1008301
4500,1008302,12612.6,1801.88,1821.79,12.65,7.08,66.97,1.39,0.73,22.8,76.438881,1900,,1005260024,MIXED,SIDEBLOCK,4,2,S1008302
4501,1008303,14402.1,2400.35,2400.35,1.44,2.58,29.08,2.01,0.8,24.51,67.291208,1900,,1005260025,MIXED,CORNERBLOCK,4,2,S1008303
4502,1008304,20123.11,2515.42,2529.52,12.92,7.46,74.37,2.1,0.8,33.33,77.66644,1910,,1005260026,MIXED,SIDEBLOCK,4,2,S1008304
4503,1008305,20195.77,2524.46,2529.52,13.18,7,89.69,2.87,0.8,33.79,77.66644,1910,,1005260028,MIXED,SIDEBLOCK,4,2,S1008305
4504,1008306,7131.08,1782.82,1786.81,0.73,0.78,16.68,0.41,0.76,19.46,50.837198,1960,,1005260033,MIXED,SIDEBLOCK,5,2,S1008306
4505,1008307,10736.99,2147.4,2147.4,2.53,5.12,54.74,3.74,0.76,21.39,45.832536,1940,,1005260034,MIXED,SIDEBLOCK,5,2,S1008307
4506,1008308,3681.25,920.31,920.31,0.74,0.71,20.57,0.21,0.94,21.39,43.985264,1800,,1005260044,RESIDENTIAL,SIDEBLOCK,5,2,S1008308
4507,1008309,3476.74,869.18,869.18,0.76,1,21.22,0.38,0.94,21.16,43.985264,1899,,1005260045,RESIDENTIAL,SIDEBLOCK,5,2,S1008309
4508,1008310,3089.24,772.31,772.31,0.48,1.08,13.06,0.62,0.92,19.03,42.985264,1899,,1005260046,RESIDENTIAL,SIDEBLOCK,5,2,S1008310
4509,1008311,3702.78,925.7,925.7,0.44,1.5,12.16,1.13,0.94,21.39,42.985264,1899,,1005260047,RESIDENTIAL,SIDEBLOCK,5,2,S1008311
4510,1008312,3326.05,831.51,831.51,0.41,1,11.4,0.81,0.93,19.36,42.985264,1899,,1005260048,RESIDENTIAL,SIDEBLOCK,4,2,S1008312
4511,1008313,3347.57,836.89,836.89,0.42,1.15,11.1,0.94,0.93,19.46,43.433157,1899,,1005260049,RESIDENTIAL,SIDEBLOCK,4,2,S1008313
4512,1008314,3347.57,836.89,836.89,0.42,1.08,11.55,0.87,0.93,19.46,43.433157,1899,,1005260050,RESIDENTIAL,SIDEBLOCK,4,2,S1008314
4513,1008315,3616.67,904.17,904.17,0.43,1.29,12.11,1.12,0.94,21.16,43.433157,1899,,1005260051,RESIDENTIAL,SIDEBLOCK,4,2,S1008315
4514,1008316,3455.21,863.8,863.8,0.45,0.92,12.3,0.83,0.93,21.06,43.433157,1899,,1005260052,RESIDENTIAL,SIDEBLOCK,4,2,S1008316
4515,1008317,6716.67,1679.17,1679.17,0.69,1.71,19.33,1.31,1,40.42,44.433157,1900,,1005260054,RESIDENTIAL,SIDEBLOCK,4,2,S1008317
4516,1008318,3944.97,986.4,992.97,0.55,1.5,13.57,1.23,0.95,23.23,44.433157,1899,,1005260055,RESIDENTIAL,SIDEBLOCK,4,2,S1008318
4517,1008319,6006.26,1001.04,1001.04,4.77,6.14,37.9,1.95,0.93,21.56,60.628574,1900,,1005260058,MIXED,SIDEBLOCK,4,2,S1008319
4518,1008320,5328.13,1065.63,1065.63,1.97,2.73,31.49,2.05,0.94,22.44,59.679468,1900,,1005260059,MIXED,SIDEBLOCK,4,2,S1008320
4519,1008322,5301.22,1060.24,1060.24,1.54,1.6,28.89,0.88,0.93,22.6,60.788536,1900,,1005260061,MIXED,SIDEBLOCK,4,2,S1008322
4520,1008323,8498.1,1699.62,1700.7,1.71,1.52,26.58,0.82,0.83,21.92,60.788536,1900,,1005260062,MIXED,SIDEBLOCK,4,2,S1008323
4521,1008324,4348.62,1087.15,1087.15,0.57,0.87,15.78,0.63,0.94,23.1,45.666813,1899,,1005260065,RESIDENTIAL,SIDEBLOCK,5,0,S1008324
4522,1008325,4057.99,1014.5,1014.5,0.47,0.8,12.9,0.7,0.93,21.29,46.666813,1899,,1005260066,RESIDENTIAL,SIDEBLOCK,5,0,S1008325
4523,1008326,4359.38,1089.84,1089.84,0.6,1.2,13.52,0.83,0.94,23.1,46.677477,1910,,1005260067,RESIDENTIAL,SIDEBLOCK,5,0,S1008326
4524,1008327,4004.17,1001.04,1001.04,0.46,0.93,12.59,0.77,0.93,21.16,46.645485,1899,,1005260068,RESIDENTIAL,SIDEBLOCK,5,0,S1008327
4525,1008328,4380.91,1095.23,1095.23,0.45,1.07,12.46,0.83,0.94,23.1,45.645485,1899,,1005260069,RESIDENTIAL,SIDEBLOCK,5,0,S1008328
4526,1008329,4359.38,1089.84,1089.84,0.44,1.33,12.34,0.82,0.94,23.1,46.656149,1889,,1005267501,RESIDENTIAL,SIDEBLOCK,5,0,S1008329
4527,1008330,4294.8,1073.7,1073.7,0.48,1.27,13.32,0.7,0.94,23,46.656149,1899,,1005260071,RESIDENTIAL,SIDEBLOCK,5,0,S1008330
4528,1008331,4057.99,1014.5,1014.5,0.43,1.13,12,0.65,0.93,21.29,46.656149,1860,,1005260072,RESIDENTIAL,SIDEBLOCK,5,0,S1008331
4529,1008332,4337.85,1084.46,1084.46,0.45,1.27,12.64,0.58,0.94,23.1,46.656149,1899,,1005260073,RESIDENTIAL,SIDEBLOCK,5,0,S1008332
4530,1008333,3611.29,902.98,909.55,0.36,0.71,9.94,0.34,0.91,19.23,46.656149,1899,,1005260074,RESIDENTIAL,SIDEBLOCK,5,0,S1008333
4531,1008334,6183.86,1546.02,1555.38,0.92,2.45,25.72,2.16,0.83,21.39,41.481623,1900,,1005260075,MIXED,CORNERBLOCK,5,0,S1008334
4532,1008335,8530.39,1421.7,1426.22,3.38,6.58,33.75,2.3,0.81,19.49,49.706087,1900,,1005260076,MIXED,SIDEBLOCK,5,0,S1008335
4533,1008336,6017.02,1504.26,1506.95,1.7,3.45,23.85,1.38,0.81,20.54,41.865531,1900,,1005260077,MIXED,SIDEBLOCK,5,0,S1008336
4534,1008337,5898.62,1474.65,1474.65,1.8,6.4,24.39,2.01,0.81,19.29,41.716234,1900,,1005260077,MIXED,SIDEBLOCK,5,0,S1008337
4535,1008338,5984.73,1496.18,1496.18,0.65,0.95,18.17,0.84,0.82,20.54,41.108379,1960,,1005260079,MIXED,SIDEBLOCK,5,2,S1008338
4536,1008339,6684.38,1671.2,1679.17,1.36,4.15,21.62,1.7,0.84,22.44,41.108379,1940,,1005260081,MIXED,SIDEBLOCK,5,2,S1008339
4537,1008340,6248.44,1562.16,1566.15,2.02,1.25,24.4,0.79,0.83,21.23,47.357553,1900,,1005260082,MIXED,SIDEBLOCK,5,2,S1008340
4538,1008341,13487.17,2697.43,2701.74,2.51,4.09,58.5,1.69,0.93,36.19,38.591646,1958,,1005260084,MIXED,CORNERBLOCK,5,2,S1008341
4539,1008342,3436.38,859.07,861.11,0.37,0.93,10.19,0.91,0.91,17.78,39.86,1899,,1005270001,RESIDENTIAL,CORNERBLOCK,4,2,S1008342
4540,1008343,3379.86,844.97,844.97,0.39,0.6,10.31,0.5,0.88,18.08,40.13,1900,,1005270002,RESIDENTIAL,SIDEBLOCK,4,2,S1008343
4541,1008344,3078.48,769.62,769.62,0.39,0.43,9.86,0.27,0.89,17.13,41.83,1899,,1005270003,RESIDENTIAL,SIDEBLOCK,4,3,S1008344
4542,1008345,4090.28,818.06,818.06,1.1,2.46,13.69,0.72,0.93,20.01,44.16,1899,,1005270004,RESIDENTIAL,SIDEBLOCK,4,3,S1008345
4543,1008346,2380.11,793.41,793.84,0.34,0.23,9.11,0.23,0.94,21.29,38.08,1899,,1005270006,RESIDENTIAL,SIDEBLOCK,4,3,S1008346
4544,1008347,13999.74,2000.04,2010.16,3.75,6.18,44.88,1.83,0.68,29.79,60.21,1900,,1005270007,MIXED,SIDEBLOCK,4,3,S1008347
4545,1008348,4184.47,836.89,839.58,0.37,0.65,9.16,0.18,0.71,16.01,41.66,1900,,1005270009,RESIDENTIAL,SIDEBLOCK,4,3,S1008348
4546,1008349,2572.57,643.14,643.14,0.36,0,8.89,0,0.97,19.46,38.78,1899,,1005270012,RESIDENTIAL,SIDEBLOCK,3,3,S1008349
4547,1008350,116540.75,16648.74,16662.52,5.47,3.32,102.75,1.72,0.54,87.96,63.65,1940,,1005270027,RESIDENTIAL,CORNERBLOCK,4,3,S1008350
4548,1008351,2354.6,784.9,785.76,2.7,6,74.87,4.4,0.81,17.13,22.62,1900,,1005270048,MIXED,CORNERBLOCK,5,3,S1008351
4549,1008352,11680.12,1946.76,1959.03,0.35,3.79,6.99,2.93,0.78,24.34,66.33,1900,,1005270049,MIXED,CORNERBLOCK,4,3,S1008352
4550,1008353,13659.39,2276.56,2276.56,0.43,1.22,12.08,1.12,0.85,26.97,66.06,1900,,1005270050,MIXED,SIDEBLOCK,4,2,S1008353
4551,1008354,13979.62,1997.13,2004.78,10.95,6.29,63.81,1.71,0.77,24.7,65.5,1900,,1005270051,MIXED,SIDEBLOCK,4,2,S1008354
4552,1008355,22491.17,3213.02,3213.02,7.06,7.46,57.58,2.37,0.97,44.98,67.11,1903,,1005270053,MIXED,CORNERBLOCK,3,3,S1008355
4553,1008356,9848.97,1969.79,1969.79,0.49,0.7,11.72,0.21,0.93,30.09,54.83,1900,,1005270056,MIXED,SIDEBLOCK,3,3,S1008356
4554,1008357,10069.63,1438.6,1450.44,6.8,7,48.07,1.75,0.72,23.29,64.9,1900,,1005270057,MIXED,SIDEBLOCK,3,3,S1008357
4555,1008358,5376.57,1075.31,1076.39,0.9,1.28,12.51,0.4,0.77,16.9,56.15,1900,,1005270058,MIXED,SIDEBLOCK,3,3,S1008358
4556,1008360,4510.07,1127.52,1135.59,0.35,1.28,9.2,0.47,0.77,16.73,46.08,1920,,1005270060,MIXED,SIDEBLOCK,3,3,S1008360
4557,1008361,6200.01,1550,1550,0.56,2.33,9.9,0.58,0.79,19.62,45.35,1910,,1005270061,MIXED,SIDEBLOCK,3,3,S1008361
4558,1008362,6975.01,1743.75,1743.75,0.49,0.22,13.14,0.06,0.98,34.68,41.82,1910,,1005270062,MIXED,SIDEBLOCK,3,3,S1008362
4559,1008363,10470.58,2094.12,2104.34,2.62,3.4,57.33,0.93,0.78,36.35,53.95,1900,,1005270064,MIXED,SIDEBLOCK,3,3,S1008363
4560,1008364,8960.95,1493.49,1501.56,2.32,5.37,28,2.28,0.86,24.41,53.34,1900,,1005270068,MIXED,SIDEBLOCK,3,3,S1008364
4561,1008365,17507.48,2917.88,2922.4,2.98,3.54,44.09,1.74,0.94,49.34,72.52,1900,,1005270069,MIXED,SIDEBLOCK,3,3,S1008365
4562,1008366,19493.42,2784.84,2790.54,5.54,7.08,71.14,2.57,0.88,47.54,64.48,1900,,1005270072,MIXED,CORNERBLOCK,3,2,S1008366
4563,1008367,5059.03,1686.38,1687.24,3.57,6.84,68.63,4.16,0.92,24.44,22.6,1910,,1005270076,COMMERCIAL,SIDEBLOCK,3,2,S1008367
4564,1008368,10683.17,2136.63,2136.63,2,6.77,39.48,1.78,0.9,28.84,47.13,1920,,1005270084,RESIDENTIAL,SIDEBLOCK,3,3,S1008368
4565,1008369,6533.69,1633.74,1646.88,0.37,1.24,8.62,0.31,0.81,20.77,41.06,1899,,1005270085,RESIDENTIAL,SIDEBLOCK,3,3,S1008369
4566,1008370,8288.2,1657.64,1657.64,0.99,3.21,13.31,0.75,0.89,24.8,54.19,1910,,1005270086,RESIDENTIAL,SIDEBLOCK,3,3,S1008370
4567,1008371,3848.09,769.62,769.62,0.6,3.64,7.85,0.79,0.83,14.67,44.22,1910,,1005270087,RESIDENTIAL,SIDEBLOCK,3,3,S1008371
