_id,BIN,SumAREA,WMeanAREA,MaxAREA,MaxVIEWS,MaxSOLAR,WMeanVIEWS,WMeanSOLAR,WMeanCOMPACTNESS,MaxWIDTH,HEIGHTROOF,YEAR,NAME,BBL,LandUseString,ASPECT,SUBWAY800,SUBWAY400,SBIN
1,1001682,52102.66,4542.04,4779.17,26.57,5.03,233.44,3.25,0.96,55.58,156.314474,1977,,1001620001,COMMERCIAL,CORNERBLOCK,3,0,S1001682
2,1001683,2943.93,736.04,740.02,0.86,1.75,11.92,0.81,0.97,21.52,40.321137,1910,,1001620006,MIXED,SIDEBLOCK,3,0,S1001683
3,1001684,1251.3,417.1,417.1,0.14,0.4,3.96,0.4,0.94,14.93,33.823835,1910,,1001620007,MIXED,SIDEBLOCK,3,0,S1001684
4,1001685,9703.66,1940.73,1942.88,1.24,1.6,11.53,0.66,0.74,22.51,48.754633,1900,,1001620008,MIXED,SIDEBLOCK,3,0,S1001685
5,1001686,9073.97,1814.9,1840.63,2.16,2.62,19.37,0.68,0.75,22.51,54.067462,1915,,1001620009,COMMERCIAL,SIDEBLOCK,3,0,S1001686
6,1001687,10670.36,1778.41,1786.81,1.45,2.31,10.9,0.52,0.67,22.15,54.399513,1920,,1001620010,MIXED,SIDEBLOCK,3,0,S1001687
7,1001688,20337.1,2259.77,2308.86,14.53,6.4,119.41,1.53,0.79,25.59,86.548277,1910,,1001620011,COMMERCIAL,SIDEBLOCK,3,0,S1001688
8,1001689,13815.47,2302.61,2303.47,0.9,0.72,12.05,0.33,0.8,25.33,52.370308,1915,,1001620012,MIXED,SIDEBLOCK,4,0,S1001689
9,1001690,11852.35,1693.27,1696.61,3.67,2.88,18.42,0.72,0.69,21.72,63.918332,1915,,1001620013,MIXED,SIDEBLOCK,3,0,S1001690
10,1001691,11093.17,1848.92,1854.08,0.18,0.85,4.93,0.41,0.66,23.23,59.45408,1910,,1001620014,MIXED,SIDEBLOCK,3,0,S1001691
11,1001692,11358.61,2271.72,2273.87,0.34,0.88,7.49,0.44,0.77,24.9,58.826871,1920,,1001620015,MIXED,SIDEBLOCK,3,0,S1001692
12,1001693,5684.63,1894.88,1903.92,0.36,0.31,9.61,0.29,0.7,23.23,35.5794,1910,,1001620016,MIXED,SIDEBLOCK,3,0,S1001693
13,1001694,9808.39,1634.82,1654.95,0.19,3.54,3.34,1.17,0.7,21.75,66.017482,1910,,1001620017,MIXED,SIDEBLOCK,4,0,S1001694
14,1001695,10204.18,1457.75,1458.51,4.52,6.75,38.41,1.38,0.81,25.62,64.168905,1920,,1001620018,MIXED,CORNERBLOCK,4,0,S1001695
15,1001696,3112.81,778.34,789.85,0.84,0.21,16.89,0.05,0.91,23.79,47.053635,1910,,1001620021,MIXED,SIDEBLOCK,4,0,S1001696
16,1001697,7836.12,1119.45,1119.45,2.77,7.41,22.88,1.66,0.83,21.98,58.962916,1915,,1001620022,MIXED,SIDEBLOCK,4,0,S1001697
17,1001698,6189.24,1237.85,1243.23,0.34,0.53,7.15,0.13,0.87,20.51,46.676999,1915,,1001620023,MIXED,SIDEBLOCK,4,0,S1001698
18,1001699,7523.97,1253.99,1253.99,0.84,5.59,10.1,1.06,0.89,21.29,48.488681,1920,,1001620024,OTHER,SIDEBLOCK,4,0,S1001699
19,1001700,10903.83,2725.96,2728.65,0.67,2.26,14.68,0.81,0.96,46.56,34.6455,1915,,1001620026,MIXED,SIDEBLOCK,4,0,S1001700
20,1001701,6940.02,2313.38,2316.93,0.49,0.14,12.49,0.05,0.96,42.55,27.819991,1920,,1001620028,MIXED,SIDEBLOCK,4,0,S1001701
21,1001702,6446.28,1289.3,1291.67,1.66,1.75,19.71,0.37,0.96,30.71,53.653931,1920,,1001620030,MIXED,SIDEBLOCK,4,0,S1001702
22,1001703,7332.91,1222.13,1224.39,1.19,3.56,17.47,0.94,0.94,29.23,54.978294,1920,,1001620033,MIXED,SIDEBLOCK,4,0,S1001703
23,1001704,2906.25,968.75,968.75,1.22,0.86,33.22,0.57,0.93,21.03,30.328827,1915,,1001620034,MIXED,CORNERBLOCK,4,0,S1001704
24,1001705,17050.02,2841.67,2841.67,1.51,2.96,28.07,1.22,0.91,36.52,48.779994,1915,,1001620035,MIXED,SIDEBLOCK,4,0,S1001705
25,1001706,8008.34,1334.72,1334.72,1.55,0.94,18.55,0.53,0.85,20.7,70.264211,1920,,1001620037,COMMERCIAL,SIDEBLOCK,4,0,S1001706
26,1001707,9816.68,1636.11,1636.11,0.8,0.76,16.1,0.6,0.8,22.57,73.440995,1920,,1001620038,COMMERCIAL,MIDBLOCK,4,0,S1001707
27,1001708,13939.25,2787.85,2787.85,1.32,2,20.54,1.04,0.78,25.36,47.544799,1913,,1001620041,MIXED,SIDEBLOCK,4,0,S1001708
28,1001709,21856.1,4371.22,4380.91,0.65,1.24,15.6,0.73,0.65,45.57,39.948346,1913,,1001620042,MIXED,CORNERBLOCK,3,0,S1001709
29,1001710,6345.32,3172.66,3175.35,0.44,0.38,12.2,0.29,0.9,55.97,14.04,1977,,1001620044,COMMERCIAL,SIDEBLOCK,4,0,S1001710
30,1001711,2747.49,915.79,917.62,0.79,2.64,15.63,1.1,0.92,23.16,24.12,1920,,1001620047,MIXED,CORNERBLOCK,4,0,S1001711
31,1001712,2322.31,774.14,777.69,0.77,3.42,12.97,1.27,0.97,26.05,28.19,1920,,1001620048,COMMERCIAL,SIDEBLOCK,4,0,S1001712
32,1001713,6229.61,1038.29,1038.72,3.82,7.07,29.68,2.08,0.92,20.9,56.29,1915,,1001620049,MIXED,CORNERBLOCK,4,0,S1001713
33,1001714,4776.48,955.3,963.37,0.42,0.64,9.81,0.4,0.94,24.18,50.99,1915,,1001620050,MIXED,SIDEBLOCK,4,0,S1001714
34,1001715,8804.87,2201.22,2201.22,0.67,0.38,13.78,0.23,0.81,24.34,41.47,1920,,1001620052,MIXED,SIDEBLOCK,4,0,S1001715
35,1001716,9665.98,2416.5,2416.5,0.63,0.69,17.42,0.54,0.79,23.79,52.32,1905,,1001620053,COMMERCIAL,CORNERBLOCK,4,0,S1001716
36,1001717,12044.8,2408.96,2411.11,5.48,6.11,38.82,1.66,0.78,23.69,52.71,1920,,1001620054,COMMERCIAL,SIDEBLOCK,4,0,S1001717
37,1001718,11727.27,2345.45,2346.53,2.73,4.54,25.13,1.41,0.77,23.79,50.79,1915,,1001620055,MIXED,SIDEBLOCK,4,0,S1001718
38,1001719,7497.06,1499.41,1501.56,2.8,2.88,26.47,1,0.67,17.32,54.37,1915,,1001620056,MIXED,SIDEBLOCK,4,0,S1001719
39,1001720,4101.05,1367.02,1367.02,0.35,0.48,9.31,0.44,0.75,16.5,35.22,1920,,1001620057,MIXED,SIDEBLOCK,4,0,S1001720
40,1001721,13083.52,1869.15,1872.92,17.22,7.73,129,2.18,0.83,23.59,79.79,1920,,1001620058,COMMERCIAL,SIDEBLOCK,4,0,S1001721
41,1001722,7340.98,1048.73,1049.48,6.82,4.5,30.3,1.09,0.69,12.76,63.85,1920,,1001620058,COMMERCIAL,SIDEBLOCK,4,0,S1001722
42,1001723,5005.21,834.2,834.2,6.54,7.47,37.46,1.62,0.64,10.83,63.89,1970,,1001620060,COMMERCIAL,SIDEBLOCK,4,0,S1001723
43,1001724,8739,1747.84,1747.84,4.74,3.55,58.71,2.25,0.82,26.77,61.49,1915,,1001620061,MIXED,ENDBLOCK,4,0,S1001724
44,1001725,3363.72,672.74,672.74,0.71,3.25,15.55,0.95,0.96,20.18,41.245797,1915,,1001620133,MIXED,SIDEBLOCK,4,0,S1001725
45,1001726,51483.73,5720.47,5726.39,12.71,5.89,136.44,2.01,0.86,44.98,115.268196,1920,,1001627501,COMMERCIAL,SIDEBLOCK,4,0,S1001726
46,1001776,8180.56,1636.11,1636.11,0.35,1.25,8.56,0.3,0.87,23.69,56.45,1910,,1001630001,MIXED,SIDEBLOCK,4,0,S1001776
47,1001777,17394.46,3478.89,3487.5,0.47,1.39,12.82,0.35,0.88,46.42,54.47,1915,,1001630002,MIXED,SIDEBLOCK,4,0,S1001777
48,1001778,11092.2,2218.44,2222.75,1.62,3.17,17.13,0.74,0.84,25.69,59.6,1915,,1001630004,INDUSTRIAL,SIDEBLOCK,4,0,S1001778
49,1001779,11458.17,1909.73,1910.59,1.92,3.81,17.15,0.91,0.86,24.41,56.71,1920,,1001630005,RESIDENTIAL,SIDEBLOCK,4,0,S1001779
50,1001780,23050.89,3841.85,3842.71,1.82,3.67,22.41,1.07,0.97,46.98,66.42,1910,,1001630006,MIXED,SIDEBLOCK,4,0,S1001780
51,1001781,8977.09,2244.38,2255.04,0.35,2.17,9.62,0.58,0.81,24.25,40.94,1915,,1001630008,MIXED,SIDEBLOCK,4,0,S1001781
52,1001782,11925.11,2981.28,3003.13,0.5,0.96,13.56,0.28,0.81,39.07,45.38,1920,,1001630009,MIXED,SIDEBLOCK,4,0,S1001782
53,1001783,12620.67,3155.22,3159.2,0.68,0.97,14.8,0.28,0.79,39.27,49.69,1915,,1001630011,MIXED,SIDEBLOCK,4,0,S1001783
54,1001784,10580.91,2645.23,2647.92,0.38,1.11,9.73,0.28,0.79,25,41.77,1915,,1001630013,MIXED,SIDEBLOCK,4,0,S1001784
55,1001785,6243.06,1248.61,1248.61,1.17,2.71,19.78,1.12,0.91,22.57,56.22,1920,,1001630014,MIXED,CORNERBLOCK,4,0,S1001785
56,1001786,11210.6,1401.35,1404.69,10.86,6.67,88.44,2.53,0.89,22.74,93.764572,1910,,1001630015,COMMERCIAL,SIDEBLOCK,4,0,S1001786
57,1001787,3495.58,1165.19,1165.19,0.31,0.19,8.63,0.15,0.9,25.75,33.94,1915,,1001630016,MIXED,SIDEBLOCK,4,0,S1001787
58,1001788,4173.7,1391.23,1391.23,0.72,0.17,18.8,0.17,0.9,27.07,34.9,1915,,1001630017,MIXED,SIDEBLOCK,4,0,S1001788
59,1001789,22970.16,3281.48,3282.99,0.32,1.47,8.87,0.72,0.74,48.1,75.19,1945,,1001630018,MIXED,CORNERBLOCK,4,0,S1001789
60,1001790,14542.03,1817.81,1840.63,8.98,6,42.61,1.05,0.72,23.29,76.28,1945,,1001630021,MIXED,SIDEBLOCK,4,0,S1001790
61,1001791,18156.01,2269.57,2298.09,6.82,5.82,36.11,1.22,0.71,25.36,76.63,1915,,1001630022,MIXED,SIDEBLOCK,4,0,S1001791
62,1001792,15794.73,1974.42,1991.32,7.99,5.76,51.75,1.4,0.74,24.8,74.76,1915,,1001630023,MIXED,SIDEBLOCK,4,0,S1001792
63,1001793,8477.86,1695.64,1716.84,0.51,0.96,11.03,0.26,0.74,24.25,56.83,1915,,1001630024,MIXED,SIDEBLOCK,4,0,S1001793
64,1001794,9275.79,1855.16,1859.46,0.67,0.12,15.61,0.03,0.71,22.93,56.85,1911,,1001630026,MIXED,SIDEBLOCK,4,0,S1001794
65,1001795,8177.87,1635.57,1641.49,0.22,0.32,6.09,0.06,0.78,22.38,58.19,1915,,1001630027,MIXED,SIDEBLOCK,4,0,S1001795
66,1001796,10344.11,1477.78,1496.18,4.15,5.65,29.11,1.1,0.8,22.93,66.11,1915,,1001630028,MIXED,SIDEBLOCK,4,0,S1001796
67,1001797,12456.52,2076.14,2080.12,6.17,5.39,37.96,1.01,0.83,25,60.61,1983,,1001630029,MIXED,SIDEBLOCK,4,0,S1001797
68,1001798,9674.06,1612.32,1619.97,2.24,5.39,19.73,1.2,0.74,23.85,57.59,1915,,1001630030,MIXED,SIDEBLOCK,4,0,S1001798
69,1001799,8568.06,2142.02,2142.02,0.4,0.17,11,0.04,0.82,24.41,50.24,1910,,1001630031,MIXED,SIDEBLOCK,4,0,S1001799
70,1001800,6975.01,1395,1399.31,0.57,2.28,11.92,0.5,0.88,24.41,45.81,1910,,1001630032,MIXED,SIDEBLOCK,4,0,S1001800
71,1001801,17966.24,3593.31,3596.43,2.14,2.27,53.94,0.76,0.97,48.26,50.41,1915,,1001630033,MIXED,CORNERBLOCK,4,0,S1001801
72,1001802,12558.78,2093.26,2101.65,4.57,4.71,42.87,1.42,0.8,22.51,66.68,1920,,1001630035,MIXED,SIDEBLOCK,4,0,S1001802
73,1001803,10037.34,2007.47,2007.47,1.67,3.14,18.95,0.94,0.87,25.89,52.56,1915,,1001630036,MIXED,SIDEBLOCK,4,0,S1001803
74,1001804,23842.04,4768.41,4768.41,2.62,5.55,35.81,2.05,0.94,47.7,51.17,1910,,1001630038,MIXED,CORNERBLOCK,4,0,S1001804
75,1001805,15752.97,2250.41,2255.04,6.04,3.96,63.85,1.14,0.81,27.92,68.869623,1915,,1001640001,MIXED,CORNERBLOCK,3,0,S1001805
76,1001806,7842.79,1307.17,1307.81,4.57,0.84,34.54,0.18,0.79,19.75,58.911914,1915,,1001640002,RESIDENTIAL,SIDEBLOCK,3,0,S1001806
77,1001807,9126.82,1521.15,1523.09,6.07,1,47.58,0.18,0.82,23.03,68.582155,1915,,1001640003,MIXED,SIDEBLOCK,3,0,S1001807
78,1001808,6482.56,1296.51,1302.43,4.08,0.38,38.59,0.16,0.74,19.69,52.919603,1920,,1001640006,MIXED,SIDEBLOCK,3,0,S1001808
79,1001809,7377.36,1229.56,1229.78,0.18,0.3,4.52,0.13,0.74,19.69,45.851209,1915,,1001640007,MIXED,SIDEBLOCK,3,0,S1001809
80,1001810,22900.2,3816.77,3842.71,2.64,2.27,50.42,1.08,0.97,47.67,62.06563,1915,,1001640013,MIXED,SIDEBLOCK,3,0,S1001810
81,1001811,9364.59,1560.77,1560.77,1.11,2.47,14.26,0.48,0.9,25.56,51.679012,1915,,1001640021,MIXED,SIDEBLOCK,5,3,S1001811
82,1001812,8273.35,1181.98,1200.17,2.73,5.33,28.31,1.43,0.82,21.88,64.920345,1915,,1001640022,MIXED,SIDEBLOCK,4,0,S1001812
83,1001813,7358.42,2452.88,2467.62,0.74,0.91,20.29,0.56,0.91,47.9,23.856605,1915,,1001640024,MIXED,CORNERBLOCK,4,0,S1001813
84,1001814,5075.18,1015.04,1027.95,0.85,0.57,17.23,0.49,0.95,24.61,55.47916,1915,,1001640025,MIXED,SIDEBLOCK,4,0,S1001814
85,1001815,19439.6,3239.93,3239.93,1.77,1.43,21.44,0.61,0.85,43.73,66.031029,1915,,1001640026,MIXED,SIDEBLOCK,4,0,S1001815
86,1001816,12066.33,2011.23,2023.61,0.96,0.82,11.86,0.39,0.85,25.16,67.662082,1915,,1001640029,MIXED,SIDEBLOCK,4,0,S1001816
87,1001817,18094.12,2261.82,2281.95,11.21,6.56,92.76,1.94,0.8,25,92.550657,1920,,1001640030,COMMERCIAL,SIDEBLOCK,4,0,S1001817
88,1001818,30060.88,5010.16,5026.74,3.55,2.4,48.4,1.05,0.73,57.38,68.94955,1915,,1001640032,MIXED,SIDEBLOCK,4,0,S1001818
89,1001819,2626.39,656.6,656.6,0.32,0.92,7.92,0.38,0.85,16.7,44.71769,1899,,1001640043,MIXED,SIDEBLOCK,3,0,S1001819
90,1001820,5618.76,936.46,936.46,0.83,2.6,11.12,0.62,0.89,19.13,54.768405,1924,,1001640044,OTHER,SIDEBLOCK,3,0,S1001820
91,1001821,12432.3,2486.46,2486.46,6.55,0.4,48.05,0.21,0.85,28.12,56.553847,1915,,1001640045,MIXED,CORNERBLOCK,3,0,S1001821
92,1001822,14485.52,2414.24,2424.57,3.53,4.5,38,0.92,0.85,28.12,57.720965,1915,,1001640046,MIXED,SIDEBLOCK,3,0,S1001822
93,1001823,13575.32,2262.57,2265.8,3.4,0.29,32.11,0.22,0.84,27.26,58.931695,1900,,1001640050,MIXED,SIDEBLOCK,3,0,S1001823
94,1001824,31137.27,3892.33,3950.35,11.41,6,113.6,2.12,0.9,42.75,92.371875,1920,,1001640051,COMMERCIAL,SIDEBLOCK,3,0,S1001824
95,1001825,9216.27,2304.23,2338.46,1.8,2.16,37.56,1.59,0.82,24.8,48.249321,1910,,1001640053,MIXED,CORNERBLOCK,3,0,S1001825
96,1001826,3060.28,612.04,614.19,1.23,2.92,33.22,2.46,0.85,18.83,37.038191,1900,,1001640058,MIXED,SIDEBLOCK,3,0,S1001826
97,1001827,23212.35,3868.76,3885.77,4.23,3.96,65.74,1.93,0.95,51.08,63.591717,1948,,1001640061,OTHER,CORNERBLOCK,3,0,S1001827
98,1001829,10543.24,1757.21,1757.21,4.18,2.28,54.41,0.81,0.98,34.61,68.055202,1910,,1001640066,MIXED,CORNERBLOCK,3,0,S1001829
99,1001862,94453.22,7265.63,7265.63,13.37,5.1,143.74,1.29,0.87,50.07,152.48,1920,,1001720001,RESIDENTIAL,ENDBLOCK,5,3,S1001862
100,1001863,25090.65,3584.38,3584.38,1,0.08,12.57,0.04,0.7,25.03,83.26,1920,,1001720003,COMMERCIAL,MIDBLOCK,5,3,S1001863
101,1001864,27426.42,3918.06,3918.06,0.94,0.28,12.93,0.06,0.72,26.87,84.13,1915,,1001720004,COMMERCIAL,MIDBLOCK,5,3,S1001864
102,1001865,22399.68,3733.24,3735.07,0.38,0.19,10.65,0.05,0.71,25.16,70.74,1915,,1001727505,COMMERCIAL,MIDBLOCK,5,3,S1001865
103,1001866,158089.4,6587.08,6619.8,53.74,3.53,518.08,1.5,0.88,52.46,271.67,1990,,1001727501,MIXED,ENDBLOCK,5,4,S1001866
104,1001867,16727.1,2389.59,2389.59,1.46,0.23,26.21,0.03,0.79,24.18,85.43,1915,,1001727503,RESIDENTIAL,CORNERBLOCK,5,3,S1001867
105,1001869,23142.38,4628.48,4628.48,0.6,0.03,16.25,0.03,0.97,52.69,64.69,1915,,1001720013,INDUSTRIAL,SIDEBLOCK,5,3,S1001869
106,1001870,338815.28,16940.76,16963.91,57.92,3.97,491.54,1.86,0.78,92.16,257.53,1920,,1001720020,OTHER,ENDBLOCK,5,3,S1001870
107,1001871,20968.08,2621.01,2621.01,9.51,1.96,69.08,1.76,0.79,40.68,97.55,1920,,1001720023,COMMERCIAL,CORNERBLOCK,5,3,S1001871
108,1001872,33174.34,4739.24,4746.88,6.07,0,42.6,0,0.93,48.52,84.71,1920,,1001720030,RESIDENTIAL,CORNERBLOCK,5,3,S1001872
109,1002317,41806.99,5972.46,5973.96,1.72,0.19,33.51,0.09,0.74,34.61,79.83,1915,,1001950001,INDUSTRIAL,ENDBLOCK,5,4,S1002317
110,1002318,56747.28,7093.41,7093.41,4.41,2.23,34.41,0.36,0.78,40.42,96.74,1915,,1001950002,COMMERCIAL,MIDBLOCK,5,3,S1002318
111,1002319,29708.36,4951.39,4951.39,0.43,0,11.38,0,0.69,28.81,75.98,1915,,1001950003,MIXED,MIDBLOCK,5,3,S1002319
112,1002320,29450.03,4908.34,4908.34,0.42,0.07,11.72,0.01,0.69,28.81,75.98,1900,,1001950004,COMMERCIAL,MIDBLOCK,5,3,S1002320
113,1002321,30483.36,5080.56,5080.56,0.41,0.07,11.53,0.02,0.7,28.9,76.72,1920,,1001950005,INDUSTRIAL,MIDBLOCK,5,3,S1002321
114,1002322,34433.72,4919.1,4919.1,1.19,1.67,14.31,0.27,0.69,28.81,87.79,1920,,1001950006,INDUSTRIAL,MIDBLOCK,5,4,S1002322
115,1002323,58200.41,5291,5295.84,20.75,5.24,165.2,1.23,0.71,30.84,131.88,1915,,1001950007,COMMERCIAL,ENDBLOCK,5,4,S1002323
116,1002324,26220.86,3745.84,3745.84,1.68,0.31,25.89,0.05,0.89,37.2,89.32,1920,,1001950009,COMMERCIAL,CORNERBLOCK,5,4,S1002324
117,1002325,23465.3,2933.16,2938.54,4.34,2.44,33.31,0.55,0.91,34.42,102.95,1920,,1001957501,COMMERCIAL,SIDEBLOCK,5,4,S1002325
118,1002326,14407.48,2058.27,2072.05,1.83,1.13,20.33,0.22,0.83,24.51,79.09,1915,,1001950013,RESIDENTIAL,SIDEBLOCK,5,4,S1002326
119,1002327,14918.77,2131.25,2131.25,1.3,0.35,16.54,0.06,0.83,24.87,82.63,1915,,1001950014,COMMERCIAL,SIDEBLOCK,5,4,S1002327
120,1002328,11302.09,2260.42,2260.42,0.37,0,10.33,0,0.78,24.34,56.4,1910,,1001950015,COMMERCIAL,SIDEBLOCK,5,3,S1002328
121,1002329,68732.88,7636.99,7636.99,6.77,2.47,66.01,1.24,0.8,62.43,116.83,1910,,1001950017,COMMERCIAL,CORNERBLOCK,5,3,S1002329
122,1002330,21829.19,3638.2,3638.2,1.26,0.73,31.3,0.6,0.95,44.52,53.56,1944,,1001950021,OTHER,CORNERBLOCK,5,3,S1002330
123,1002331,14983.35,4994.45,4994.45,0.5,0,14.11,0,0.86,46.1,36.14,1915,,1001950024,INDUSTRIAL,SIDEBLOCK,5,3,S1002331
124,1002332,14337.51,2389.59,2389.59,0.97,0.61,15.82,0.15,0.72,20.87,63.62,1915,,1001950026,INDUSTRIAL,SIDEBLOCK,5,3,S1002332
125,1002333,37792.05,5398.96,5414.24,0.86,0.18,19.45,0.03,0.89,44.69,87.51,1915,,1001950030,INDUSTRIAL,CORNERBLOCK,5,3,S1002333
126,1002334,17607.05,2934.56,2938.54,2.03,0.57,34.05,0.13,0.8,31.96,73.82,1915,,1001960001,INDUSTRIAL,CORNERBLOCK,5,4,S1002334
127,1002335,9407.65,2351.91,2357.29,0.34,0,9.54,0,0.82,25.03,46.28,1915,,1001960002,COMMERCIAL,SIDEBLOCK,5,4,S1002335
128,1002337,19030.58,4757.64,4757.64,0.68,0,18.95,0,0.97,52.89,47.23,1915,,1001960003,MIXED,SIDEBLOCK,5,4,S1002337
129,1002338,65159.27,10859.91,10909.21,1.32,1.46,26.21,0.36,0.83,69.88,77.06,1915,,1001960005,COMMERCIAL,MIDBLOCK,5,4,S1002338
130,1002339,36446.57,4556.14,4650,1.58,4.07,16.42,0.54,0.68,27.89,75.45,1920,,1001960007,COMMERCIAL,MIDBLOCK,5,3,S1002339
131,1002340,15596.89,2228.13,2228.13,1.8,2.27,25.6,0.33,0.89,28.58,90.29,1915,,1001960008,INDUSTRIAL,SIDEBLOCK,5,3,S1002340
132,1002341,33529.55,3352.95,3352.95,12.09,4.41,121.47,1.52,0.7,33.66,124.02,1915,,1001960009,COMMERCIAL,CORNERBLOCK,5,3,S1002341
133,1002342,4574.66,914.93,914.93,0.85,0.77,15.25,0.4,0.99,28.08,51.05,1915,,1001960011,MIXED,SIDEBLOCK,5,3,S1002342
134,1002343,2946.62,589.32,589.32,0.92,0.73,17.78,0.44,0.99,23.13,50.05,1915,,1001960012,MIXED,CORNERBLOCK,5,3,S1002343
135,1002344,27528.67,3932.7,3950.35,3.32,4.69,34.58,0.89,0.91,43.64,83.62,1915,,1001960013,COMMERCIAL,CORNERBLOCK,5,3,S1002344
136,1002345,28104.54,4014.93,4014.93,1.89,4.52,24.1,0.99,0.97,50.49,72.4,1915,,1001960015,COMMERCIAL,SIDEBLOCK,5,3,S1002345
137,1002346,11980.22,1996.7,1996.7,1.85,1.64,18.52,0.42,0.85,24.7,73.93,1915,,1001960017,MIXED,SIDEBLOCK,6,3,S1002346
138,1002347,47214.34,7869.06,7872.29,1.97,1.42,46.45,0.94,0.8,79.43,71.48,1900,,1001960021,COMMERCIAL,CORNERBLOCK,6,3,S1002347
139,1002348,37894.31,3789.43,3794.27,12.75,3.26,110.12,1.43,0.97,49.61,127.46,1908,,1001960022,COMMERCIAL,CORNERBLOCK,6,3,S1002348
140,1002350,12410.78,1773.03,1776.04,1.78,3.19,24.65,0.7,0.85,24.02,80.65,1915,,1001960026,INDUSTRIAL,SIDEBLOCK,5,4,S1002350
141,1002351,8847.93,2211.98,2211.98,0.53,0.33,12.13,0.14,0.81,24.51,49.29,1915,,1001960027,INDUSTRIAL,SIDEBLOCK,5,4,S1002351
142,1002352,4843.76,2421.88,2421.88,0.34,0,9.56,0,0.82,25.75,19.94,1915,,1001960028,OTHER,SIDEBLOCK,5,4,S1002352
143,1002353,33766.35,4220.85,4230.21,5.13,2.31,51.57,0.87,0.92,43.31,102.12,1915,,1001960029,INDUSTRIAL,CORNERBLOCK,5,4,S1002353
144,1002354,34436.41,5739.42,5747.92,7.2,1.19,54.64,0.28,0.97,71.82,71.42,1912,,1001960031,INDUSTRIAL,CORNERBLOCK,5,4,S1002354
145,1002355,49438.59,8239.77,8250.53,1.31,0.26,33.19,0.04,0.95,78.25,75.09,1895,,1001970001,OTHER,CORNERBLOCK,5,3,S1002355
146,1002356,52312.55,3487.5,3487.5,21.09,6.36,186.91,1.28,0.99,56.96,159.38,1928,,1001970007,INDUSTRIAL,CORNERBLOCK,6,3,S1002356
147,1002357,166549.82,18505.51,18524.67,4.89,0.97,60.88,0.37,0.91,129.53,115.93,1911,,1001977502,COMMERCIAL,ENDBLOCK,5,3,S1002357
148,1002358,44756.3,4972.92,4972.92,2.37,0.73,40.44,0.47,0.96,55.84,115.97,1915,,1001970017,COMMERCIAL,CORNERBLOCK,5,3,S1002358
149,1002359,9472.23,4736.12,4736.12,1.38,0.41,38.23,0.21,0.99,65.39,16.42,1950,,1001970021,COMMERCIAL,CORNERBLOCK,6,3,S1002359
150,1002360,5338.89,1334.72,1334.72,1.43,0.39,24.4,0.13,0.88,21.62,44.44,1915,,1001970024,MIXED,SIDEBLOCK,6,3,S1002360
151,1002361,2712.5,1356.25,1356.25,1.98,0,34.76,0,0.92,24.08,15.34,1978,,1001970025,COMMERCIAL,SIDEBLOCK,6,3,S1002361
152,1002362,16156.61,4039.15,4047.23,6.94,1.2,86.44,0.58,0.87,41.57,39.77,1915,,1001970026,COMMERCIAL,ENDBLOCK,6,3,S1002362
153,1002364,425227.87,30373.47,30440.31,32.52,2.67,244,1.99,0.94,160.17,172.33,1985,,1001980001,OTHER,ENDBLOCK,5,3,S1002364
154,1002365,14046.89,1560.77,1560.77,6.31,3.63,58.6,0.47,0.9,24.61,91.18,1920,,1001980029,COMMERCIAL,MIDBLOCK,6,3,S1002365
155,1002366,36080.59,4510.07,4510.07,7.77,3.78,90.08,1.24,0.89,46.33,87.17,1920,,1001980030,COMMERCIAL,ENDBLOCK,6,3,S1002366
156,1002367,11552.36,1925.45,1932.12,2.14,4.73,13.27,1.22,0.71,23.39,56.63,1910,,1001990002,MIXED,SIDEBLOCK,5,3,S1002367
157,1002368,23433.01,3347.57,3347.57,3.29,5.94,44.55,1.41,0.72,43.67,63.86,1915,,1001990003,MIXED,SIDEBLOCK,6,3,S1002368
158,1002369,15500.02,2583.34,2583.34,3.01,0.3,26.14,0.23,0.77,26.9,61.38,1915,,1001990005,MIXED,SIDEBLOCK,6,3,S1002369
159,1002370,8912.51,2971.16,3013.89,2.95,0.03,33.84,0.03,0.77,26.74,22.16,1915,,1001990006,COMMERCIAL,SIDEBLOCK,5,3,S1002370
160,1002371,8358.17,1393.06,1393.93,2.1,1.5,27.09,0.25,0.96,27.53,49.52,1915,,1001990012,MIXED,SIDEBLOCK,6,3,S1002371
161,1002372,15747.59,2249.66,2249.66,1.51,1.16,23.02,0.33,0.78,22.74,76.86,1915,,1001990013,MIXED,SIDEBLOCK,6,3,S1002372
162,1002374,12405.39,2481.08,2481.08,0.31,1.04,8.5,0.47,0.79,25.07,55.28,1920,,1001990017,MIXED,SIDEBLOCK,5,3,S1002374
163,1002375,12206.26,2034.38,2034.38,1.01,3.23,13.19,0.81,0.85,25.39,57.33,1920,,1001990020,MIXED,SIDEBLOCK,5,3,S1002375
164,1002376,30477.98,5079.7,5123.62,1.9,6.26,24.11,1.63,0.94,50.82,66.61,1920,,1001990021,RESIDENTIAL,SIDEBLOCK,5,3,S1002376
165,1002377,13138.63,1877.01,1886.37,4.37,6,21.94,1.43,0.71,23.59,73.68,1915,,1001990024,MIXED,SIDEBLOCK,5,3,S1002377
166,1002378,11678.83,2335.77,2335.77,2.84,4.5,41.48,1.51,0.79,23.49,55.39,1993,,1001990025,MIXED,SIDEBLOCK,5,3,S1002378
